Aggregation analysis,PioViewer 3.3.16, EV in chips
File, C:\Users\bkush\DPS\Pious\src\pious\pio\resources\database\Ts7h4d.cfr
Action Line,Root CHECK CHECK As CHECK BET 300
Flop,Turn,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,CALL freq,FOLD freq
Qs 8s 2h,Qc,2.68405,41.61,116.579,93.3849,58.39,481.921,137.564,36.36,63.64
Qs 8s 2h,Kc,1.2674,28.04,55.5558,66.0513,71.96,542.944,125.746,30.55,69.45
Qs 8s 2h,Ac,1.73012,34.75,75.8909,72.7936,65.25,522.609,133.492,25.98,74.02
Qs 8s 2h,2d,1.59572,36.66,99.7362,90.6852,63.34,498.764,131.24,34.18,65.82
Qs 8s 2h,3d,4.57548,38.13,98.9015,86.4514,61.87,499.598,134.591,34.68,65.32
Qs 8s 2h,4d,4.5891,37.33,102.677,91.6882,62.67,495.823,131.857,37.08,62.92
Qs 8s 2h,5d,4.2454,36.57,95.2379,86.8114,63.43,503.262,132.233,35.02,64.98
Qs 8s 2h,6d,4.25458,35.52,85.1534,79.9026,64.48,513.347,132.697,36.18,63.82
Qs 8s 2h,7d,4.28634,37.30,91.5581,81.8148,62.70,506.942,134.76,36.66,63.34
Qs 8s 2h,8d,2.23859,38.58,96.7622,83.6082,61.42,501.738,136.144,34.69,65.31
Qs 8s 2h,9d,5.97924,34.73,86.4403,82.9628,65.27,512.06,130.755,35.16,64.84
Qs 8s 2h,Td,5.02918,29.25,65.0582,74.14,70.75,533.442,125.664,33.59,66.41
Qs 8s 2h,Jd,4.49449,32.52,80.4687,82.4765,67.48,518.031,127.95,35.11,64.89
Qs 8s 2h,Qd,2.68405,41.61,116.579,93.3849,58.39,481.921,137.564,36.36,63.64
Qs 8s 2h,Kd,1.2674,28.04,55.5558,66.0513,71.96,542.944,125.746,30.55,69.45
Qs 8s 2h,Ad,1.73012,34.75,75.8909,72.7936,65.25,522.609,133.492,25.98,74.02
Qs 8s 2h,3h,7.94654,38.03,101.851,89.261,61.97,496.649,133.583,34.25,65.75
Qs 8s 2h,4h,6.90648,36.91,97.0384,87.6396,63.09,501.462,132.469,35.65,64.35
Qs 8s 2h,5h,6.49264,37.03,101.151,91.052,62.97,497.349,131.637,34.55,65.45
Qs 8s 2h,6h,6.61919,35.19,86.9492,82.3634,64.81,511.551,131.55,35.54,64.46
Qs 8s 2h,7h,6.33247,36.79,92.486,83.8019,63.21,506.014,133.416,35.60,64.40
Qs 8s 2h,8h,5.0373,37.02,97.8393,88.1037,62.98,500.661,132.485,34.33,65.67
Qs 8s 2h,9h,7.39316,33.02,78.8706,79.6155,66.98,519.629,129.302,33.10,66.90
Qs 8s 2h,Th,6.02757,29.99,71.3406,79.3002,70.01,527.159,125.492,31.89,68.11
Qs 8s 2h,Jh,5.55573,33.63,88.67,87.8876,66.37,509.83,128.027,33.45,66.55
Qs 8s 2h,Qh,5.66366,38.80,103.84,89.2006,61.20,494.66,134.72,35.57,64.43
Qs 8s 2h,Kh,2.33381,27.85,59.3915,71.0831,72.15,539.108,124.535,29.73,70.27
Qs 8s 2h,Ah,2.18351,34.47,77.2374,74.6903,65.53,521.263,132.576,25.98,74.02
Qs 8s 2h,2s,0.42998,31.55,85.2988,90.1157,68.45,513.201,124.961,32.03,67.97
Qs 8s 2h,3s,1.7582,33.03,95.8502,96.7299,66.97,502.65,125.094,33.32,66.68
Qs 8s 2h,4s,2.1434,35.31,98.0917,92.6066,64.69,500.408,128.92,35.10,64.90
Qs 8s 2h,5s,2.37096,34.03,99.6938,97.6423,65.97,498.806,126.025,33.87,66.13
Qs 8s 2h,6s,3.39566,36.10,105.686,97.5993,63.90,492.814,128.528,36.58,63.42
Qs 8s 2h,7s,2.4987,35.42,104.399,98.2481,64.58,494.101,127.517,35.47,64.53
Qs 8s 2h,9s,4.54968,33.73,84.5578,83.5699,66.27,513.942,129.249,36.95,63.05
Qs 8s 2h,Ts,5.19948,33.76,85.179,84.1099,66.24,513.321,129.151,37.93,62.07
Qs 8s 2h,Js,5.26796,35.36,96.0322,90.5246,64.64,502.468,129.558,37.94,62.06
Qs 8s 2h,Ks,1.6914,29.54,70.9705,80.0878,70.46,527.53,124.78,32.66,67.34
Qs 8s 2h,As,2.51856,31.44,81.9469,86.8795,68.56,516.553,125.574,28.09,71.91
Ts 7h 4d,,1.73891,36.09,85.8144,79.268,63.91,512.686,133.692,37.81,62.19
Ts 7h 4d,2c,0.77391,45.02,129.656,95.9963,54.98,468.844,142.129,41.38,58.62
Ts 7h 4d,3c,1.10301,42.57,128.581,100.686,57.43,469.919,136.37,42.60,57.40
Ts 7h 4d,4c,0.37631,45.19,139.446,102.855,54.81,459.054,139.595,40.44,59.56
Ts 7h 4d,5c,0.91612,44.45,130.263,97.6893,55.55,468.237,140.48,41.85,58.15
Ts 7h 4d,6c,1.66044,41.49,119.741,96.2057,58.51,478.759,136.37,42.04,57.96
Ts 7h 4d,7c,0.39572,45.34,136.021,100.008,54.66,462.479,141.008,40.17,59.83
Ts 7h 4d,8c,3.90882,36.00,90.0161,83.3372,64.00,508.484,132.428,39.29,60.71
Ts 7h 4d,9c,3.29525,34.74,67.172,64.4448,65.26,531.328,135.703,41.34,58.66
Ts 7h 4d,Tc,0.63867,43.41,126.505,97.1448,56.59,471.995,139.005,34.89,65.11
Ts 7h 4d,Jc,1.5855,30.53,48.5402,52.9891,69.47,549.96,131.951,38.20,61.80
Ts 7h 4d,Qc,1.65926,34.11,92.7751,90.6496,65.89,505.725,127.931,32.96,67.04
Ts 7h 4d,Kc,1.51484,35.56,92.7761,86.9593,64.44,505.724,130.806,36.91,63.09
Ts 7h 4d,Ac,1.00253,37.08,72.8229,65.4658,62.92,525.677,139.243,26.14,73.86
Ts 7h 4d,2d,1.13418,40.76,109.451,89.5192,59.24,489.049,137.578,39.99,60.01
Ts 7h 4d,3d,1.51715,40.75,113.573,92.8946,59.25,484.927,136.415,41.90,58.10
Ts 7h 4d,5d,1.4588,41.47,114.307,91.8895,58.53,484.193,137.865,40.50,59.50
Ts 7h 4d,6d,2.06437,39.68,105.796,88.8741,60.32,492.704,136.137,41.44,58.56
Ts 7h 4d,7d,0.50434,41.94,119.431,94.926,58.06,479.069,137.517,39.41,60.59
Ts 7h 4d,8d,4.79573,34.65,78.1049,75.1339,65.35,520.395,132.723,38.88,61.12
Ts 7h 4d,9d,3.3625,33.46,66.0017,65.757,66.54,532.498,133.373,39.59,60.41
Ts 7h 4d,Td,0.6024,38.37,106.811,92.7954,61.63,491.689,132.963,34.79,65.21
Ts 7h 4d,Jd,2.20418,30.21,43.221,47.6963,69.79,555.279,132.599,37.32,62.68
Ts 7h 4d,Qd,1.71033,32.32,80.1357,82.6537,67.68,518.364,127.647,31.07,68.93
Ts 7h 4d,Kd,1.72534,33.80,79.2554,78.1511,66.20,519.245,130.735,33.45,66.55
Ts 7h 4d,Ad,1.11238,33.88,65.1891,64.1415,66.12,533.311,134.425,23.57,76.43
Ts 7h 4d,2h,1.13509,40.44,108.015,89.0253,59.56,490.485,137.26,39.99,60.01
Ts 7h 4d,3h,1.53263,40.35,111.479,92.092,59.65,487.021,136.079,41.74,58.26
Ts 7h 4d,4h,0.51796,39.67,111.435,93.6258,60.33,487.065,134.565,38.08,61.92
Ts 7h 4d,5h,1.47176,41.16,112.721,91.2818,58.84,485.779,137.604,40.54,59.46
Ts 7h 4d,6h,2.1107,39.34,103.828,87.9657,60.66,494.672,135.923,41.42,58.58
Ts 7h 4d,8h,4.83834,34.75,78.8134,75.5989,65.25,519.687,132.744,38.98,61.02
Ts 7h 4d,9h,3.3738,33.40,65.9811,65.8468,66.60,532.519,133.266,39.60,60.40
Ts 7h 4d,Th,0.55148,37.95,105.472,92.6426,62.05,493.028,132.426,34.99,65.01
Ts 7h 4d,Jh,2.2188,29.76,40.2759,45.116,70.24,558.224,132.451,37.25,62.75
Ts 7h 4d,Qh,1.78923,31.91,77.3934,80.8572,68.09,521.107,127.545,31.14,68.86
Ts 7h 4d,Kh,1.74234,33.86,79.5175,78.2696,66.14,518.983,130.788,33.89,66.11
Ts 7h 4d,Ah,1.21256,33.50,65.1182,64.7941,66.50,533.382,133.68,23.88,76.12
Ts 7h 4d,2s,1.05075,42.34,116.266,91.5383,57.66,482.234,139.385,40.55,59.45
Ts 7h 4d,3s,1.45207,40.53,115.191,94.7324,59.47,483.309,135.454,41.29,58.71
Ts 7h 4d,4s,0.46632,41.61,117.525,94.1438,58.39,480.975,137.293,38.62,61.38
Ts 7h 4d,5s,1.34195,41.89,116.105,92.3921,58.11,482.395,138.354,40.89,59.11
Ts 7h 4d,6s,2.08907,40.43,111.135,91.6289,59.57,487.365,136.355,41.66,58.34
Ts 7h 4d,7s,0.43836,43.08,122.763,94.9923,56.92,475.737,139.295,40.21,59.79
Ts 7h 4d,8s,4.82205,35.00,80.6681,76.8362,65.00,517.832,132.769,39.24,60.76
Ts 7h 4d,9s,3.24178,33.92,70.1002,68.8804,66.08,528.4,133.28,40.10,59.90
Ts 7h 4d,Js,2.01073,29.79,40.7488,45.5902,70.21,557.751,132.407,36.31,63.69
Ts 7h 4d,Qs,1.75076,32.04,78.5162,81.6862,67.96,519.984,127.522,30.77,69.23
Ts 7h 4d,Ks,1.84428,34.41,83.6069,80.9889,65.59,514.893,130.838,33.76,66.24
Ts 7h 4d,As,1.18163,34.91,70.3105,67.1385,65.09,528.189,135.242,23.76,76.24
  ,,3.45067,35.09,84.2333,80.0225,64.91,514.267,132.041,35.55,64.45
